Sparsification_fractions,BNN_rmse_values_Train,BNN_rmse_values_Test,BNN_rmse_values_OOD_EXP,BNN_rmse_values_OOD_MD
0.0,10.890822362083401,31.72553762942127,41.363998990101784,74.44382251085699
0.001,10.196677220392111,31.72553762942127,41.363998990101784,74.44382251085699
0.002,10.041766972115942,31.711333184573082,41.363998990101784,73.77972219222583
0.003,9.883852884181836,31.725232106236973,41.363998990101784,73.77972219222583
0.004,9.619101117762611,31.725232106236973,41.363998990101784,73.74205530786573
0.005,9.27008953461492,31.748184901562478,40.87731700096593,73.74205530786573
0.006,9.022201296691225,31.7582393194902,40.87731700096593,73.6120315249538
0.007,8.995185014842328,31.7582393194902,40.87731700096593,73.6120315249538
0.008,8.90073347422246,31.696423726722877,40.87731700096593,73.57397789690529
0.009000000000000001,8.800282625008087,31.44628479800046,39.89031112839359,73.32349904856943
0.01,8.711388404881237,31.44628479800046,39.89031112839359,73.32349904856943
0.011,8.633759913673915,31.44653194214702,39.89031112839359,73.38501013776019
0.012,8.616090479711504,31.338507662353244,39.89031112839359,73.38501013776019
0.013000000000000001,8.603228641580285,31.338507662353244,39.1560562420472,73.38160257729017
0.014,8.580964792324172,31.358136739087325,39.1560562420472,73.38160257729017
0.015,8.530891846792214,31.104759968459476,39.1560562420472,73.44722760932326
0.016,8.42357044922695,31.094690613904355,39.1560562420472,73.49018362026618
0.017,8.342385436301203,31.094690613904355,38.356941938933936,73.49018362026618
0.018000000000000002,8.317892988314263,31.115134305035408,38.356941938933936,73.44281849051757
0.019,8.309023451920833,31.105003670400748,38.356941938933936,73.44281849051757
0.02,8.239778895864516,31.105003670400748,38.356941938933936,73.14248380320319
0.021,8.175075941905272,31.087768277259972,38.40988720131326,73.14248380320319
0.022,8.110934772523395,31.11062831175213,38.40988720131326,72.98758879781965
0.023,7.923905223818804,31.11062831175213,38.40988720131326,73.05235454335529
0.024,7.856991690921154,31.133651156981404,38.40988720131326,73.05235454335529
0.025,7.773747629847309,31.137212808649284,38.354256462925875,73.00307287434467
0.026000000000000002,7.764322859193131,31.137212808649284,38.354256462925875,73.00307287434467
0.027,7.677599526384662,31.0639698158277,38.354256462925875,72.61784156944499
0.028,7.647887878427919,31.086395598037868,38.354256462925875,72.61784156944499
0.029,7.640413977285161,31.06634893281018,38.354256462925875,72.68316329612959
0.03,7.6202523279282035,31.06634893281018,38.41167109081661,72.68316329612959
0.031,7.605722710758776,30.92548376863029,38.41167109081661,72.39037998587483
0.032,7.594691960072676,30.936265893745134,38.41167109081661,72.4541315447514
0.033,7.560360374738803,30.936265893745134,38.41167109081661,72.4541315447514
0.034,7.549101219529259,30.775988826472222,38.40098570842101,72.39735519418682
0.035,7.5167237533921885,30.791630005993913,38.40098570842101,72.39735519418682
0.036000000000000004,7.482973141510496,30.791630005993913,38.40098570842101,72.41708664789468
0.037,7.458040799181365,30.81349217521543,38.40098570842101,72.41708664789468
0.038,7.459689652157548,30.763200142807563,38.35667648736495,72.41986866567382
0.039,7.406690316019771,30.763200142807563,38.35667648736495,72.22673093197318
0.04,7.359831796595625,30.745728118950165,38.35667648736495,72.22673093197318
0.041,7.301015290092523,30.766073539055213,38.35667648736495,72.28143878039589
0.042,7.269098726049267,30.784144837961307,38.282952117350916,72.28143878039589
0.043000000000000003,7.221000152744859,30.784144837961307,38.282952117350916,72.05155157559057
0.044,7.1964958046074425,30.807396890505192,38.282952117350916,72.05155157559057
0.045,7.180162504444569,30.83070536198173,38.282952117350916,72.11653799646044
0.046,7.147750201168398,30.83070536198173,38.27088697008359,72.18243453877656
0.047,7.12903317308573,30.733233551732532,38.27088697008359,72.18243453877656
0.048,7.12771809228795,30.75556405190269,38.27088697008359,71.82874213451964
0.049,7.112061159877221,30.75556405190269,38.27088697008359,71.82874213451964
0.05,7.078150329127432,30.778959960179503,38.29822399425014,71.87075732356571
0.051000000000000004,7.026728864706537,30.760345547097884,38.29822399425014,71.87075732356571
0.052000000000000005,6.9492064830773606,30.760345547097884,38.29822399425014,71.819136229014
0.053,6.897584451003635,30.758971947537123,38.29822399425014,71.819136229014
0.054,6.876304171712826,30.78236387650901,38.29822399425014,71.50506469225755
0.055,6.862632236674997,30.77794135166813,38.38039137675705,70.67334229504974
0.056,6.7793042401670895,30.77794135166813,38.38039137675705,70.67334229504974
0.057,6.7619626877200885,30.8015219220125,38.38039137675705,70.4172354150557
0.058,6.730807582303782,30.822182831828254,38.38039137675705,70.4172354150557
0.059000000000000004,6.719519571028831,30.822182831828254,37.81661217320658,70.34663663959746
0.06,6.711571185206729,30.60104073237694,37.81661217320658,70.34663663959746
0.061,6.701559201368899,30.62030536634855,37.81661217320658,70.38844322154178
0.062,6.690424343602098,30.62030536634855,37.81661217320658,70.42834780097162
0.063,6.636206992714726,30.58870942909067,37.86025139482895,70.42834780097162
0.064,6.634290291684574,30.60931278710994,37.86025139482895,70.37610510855914
0.065,6.57643857489236,30.60931278710994,37.86025139482895,70.37610510855914
0.066,6.56568946517982,30.63284279297553,37.86025139482895,70.43963596033842
0.067,6.549641887456835,30.651270761099067,37.93309908308378,70.43963596033842
0.068,6.519011499925464,30.651270761099067,37.93309908308378,70.25294892912892
0.069,6.504956416120914,30.654696097772852,37.93309908308378,70.172678305479
0.07,6.484030577877714,30.66405651562781,37.93309908308378,70.172678305479
0.07100000000000001,6.469792614838859,30.687918150186157,37.89924739772396,70.23284584422112
0.07200000000000001,6.464811425294224,30.687918150186157,37.89924739772396,70.23284584422112
0.073,6.455154921704578,30.558344820473764,37.89924739772396,70.29968504388457
0.074,6.453751846021768,30.567086242382775,37.89924739772396,70.29968504388457
0.075,6.443403547810355,30.567086242382775,37.92833614919897,70.36007662215674
0.076,6.427902081487736,30.573009205712772,37.92833614919897,70.42329692933653
0.077,6.4227575912404244,30.574444131924686,37.92833614919897,70.42329692933653
0.078,6.395307179030328,30.574444131924686,37.92833614919897,70.48378646919227
0.079,6.384311098175091,30.597985749758465,37.92833614919897,70.48378646919227
0.08,6.36697232984995,30.60431440701273,37.685220641250375,70.51933995216883
0.081,6.347560226287849,30.60431440701273,37.685220641250375,70.51933995216883
0.082,6.342643916092883,30.624816718566795,37.685220641250375,70.57155477937503
0.083,6.340115575748723,30.636110242299658,37.685220641250375,70.57155477937503
0.084,6.330632859131417,30.59231431991321,37.425890180840646,70.57283881917915
0.085,6.316971764090595,30.59231431991321,37.425890180840646,70.3508841223317
0.08600000000000001,6.307001583611045,30.614061109761696,37.425890180840646,70.3508841223317
0.08700000000000001,6.294004373131647,30.63052168584918,37.425890180840646,70.40538038417904
0.088,6.270386700339258,30.63052168584918,37.449706053297184,70.40538038417904
0.089,6.254360252635305,30.601446376793763,37.449706053297184,68.62558169230694
0.09,6.242557606408068,30.624984747849332,37.449706053297184,68.62558169230694
0.091,6.243768290280909,30.624984747849332,37.449706053297184,68.6918794525859
0.092,6.237548422807383,30.62056155591784,37.45175242750652,68.57452330192018
0.093,6.236833918185607,30.644953874780448,37.45175242750652,68.57452330192018
0.094,6.227224104910273,30.644953874780448,37.45175242750652,68.63695208509617
0.095,6.184617143283664,30.587902676087783,37.45175242750652,68.63695208509617
0.096,6.166966418390111,30.601474681051567,37.51680983496928,68.6251682290649
0.097,6.15404217974301,30.62478169288324,37.51680983496928,68.6251682290649
0.098,6.142760586391333,30.62478169288324,37.51680983496928,68.51580822727132
0.099,6.090371341549774,30.64719257155498,37.51680983496928,68.52519467688644
0.1,6.089773077099403,30.658477768732467,37.571717456337595,68.52519467688644
0.101,6.078493594740476,30.658477768732467,37.571717456337595,68.591528175539
0.10200000000000001,6.070429690268559,30.676920904320095,37.571717456337595,68.591528175539
0.10300000000000001,6.03817739067247,30.65881663302722,37.571717456337595,68.63247907739374
0.10400000000000001,6.020257305156016,30.65881663302722,37.571717456337595,68.63247907739374
0.105,5.997995175566906,30.594768814476264,36.33582693853865,68.45980064033895
0.106,5.993061944971994,30.6092627186994,36.33582693853865,68.45980064033895
0.107,5.977527931903715,30.6092627186994,36.33582693853865,68.51746630598872
0.108,5.979714979954554,30.486125068664272,36.33582693853865,68.58074734454881
0.109,5.968956487158722,30.502064526574358,36.36318528613732,68.58074734454881
0.11,5.958314524105767,30.483174506930258,36.36318528613732,68.23104610203659
0.111,5.948388637668387,30.483174506930258,36.36318528613732,68.23104610203659
0.112,5.945135833547589,30.464665732018684,36.36318528613732,68.29428359655981
0.113,5.929107834658771,30.427828152590536,36.44655048786873,68.29428359655981
0.114,5.919239549284015,30.427828152590536,36.44655048786873,68.33347599103674
0.115,5.892045577433851,30.448572514332973,36.44655048786873,68.36992134964822
0.116,5.89354787124363,30.462196504825314,36.44655048786873,68.36992134964822
0.117,5.879686700583865,30.462196504825314,36.516632511862916,68.36866340687082
0.11800000000000001,5.874479240366003,30.486209824616317,36.516632511862916,68.36866340687082
0.11900000000000001,5.867229969133554,30.506592431271972,36.516632511862916,68.13010083612633
0.12,5.86378480435919,30.506592431271972,36.516632511862916,68.13010083612633
0.121,5.86403470255337,30.504830983395014,36.57096473039826,67.83198366509775
0.122,5.863146922987789,30.525118494317617,36.57096473039826,67.87961065662464
0.123,5.860646885645095,30.525118494317617,36.57096473039826,67.87961065662464
0.124,5.853261413196073,30.549804522474197,36.57096473039826,67.94043693377081
0.125,5.844500810330304,30.42027835839664,36.62765019046123,67.94043693377081
0.126,5.846256102092961,30.436864347737526,36.62765019046123,67.99958002725975
0.127,5.833426287458924,30.436864347737526,36.62765019046123,67.99958002725975
0.128,5.825548054481778,30.44341925430141,36.62765019046123,68.06532094625645
0.129,5.800943560085862,30.468365727535343,36.62765019046123,68.13305908587928
0.13,5.798673834483575,30.468365727535343,36.69628050057492,68.13305908587928
0.131,5.766717443377922,30.455226608207138,36.69628050057492,68.1944721654285
0.132,5.731979439674989,30.451357898367228,36.69628050057492,68.1944721654285
0.133,5.732472422875945,30.451357898367228,36.69628050057492,68.26384277694257
0.134,5.717335134657995,30.464283865643115,36.764132332163356,68.26384277694257
0.135,5.695847175444266,30.43062761260491,36.764132332163356,68.33336506280247
0.136,5.64771117431818,30.43062761260491,36.764132332163356,68.33336506280247
0.137,5.6413699761190745,30.404512270949393,36.764132332163356,68.32441475923609
0.138,5.641545940534824,30.422102451311392,36.77110537321704,68.38744811186136
0.139,5.639401023748805,30.447503817086904,36.77110537321704,68.38744811186136
0.14,5.635952490008353,30.447503817086904,36.77110537321704,68.43180340629716
0.14100000000000001,5.632341167710436,30.43239435550924,36.77110537321704,68.43180340629716
0.14200000000000002,5.632701843961566,30.45802989956475,36.80528244142058,68.49912369593802
0.14300000000000002,5.616898806871669,30.45802989956475,36.80528244142058,68.49912369593802
0.14400000000000002,5.6110689174117425,30.4817949942907,36.80528244142058,68.5612844255923
0.145,5.594330139257448,30.487719616454147,36.80528244142058,68.60663972035695
0.146,5.595201539756999,30.487719616454147,36.76005649283248,68.60663972035695
0.147,5.582670669207519,30.493990317763036,36.76005649283248,68.64419953912544
0.148,5.583227994459079,30.51327660663757,36.76005649283248,68.64419953912544
0.149,5.581045603974217,30.51327660663757,36.76005649283248,68.65686751752212
0.15,5.568674537986055,30.507016734392145,36.84368653770446,68.65686751752212
0.151,5.556025337843136,30.523883196510617,36.84368653770446,68.09265121789738
0.152,5.5539515419416805,30.499496318935012,36.84368653770446,68.15138905790214
0.153,5.555394991448187,30.499496318935012,36.84368653770446,68.15138905790214
0.154,5.552037830404177,30.481929473753514,36.84368653770446,68.18452633094074
0.155,5.548043187192242,30.507997974374472,36.93121752017639,68.18452633094074
0.156,5.526636090294914,30.507997974374472,36.93121752017639,68.2332499423918
0.157,5.490023804557346,30.533044849038642,36.93121752017639,68.2332499423918
0.158,5.483205899264793,30.54755494717885,36.93121752017639,68.29828564761348
0.159,5.473452256812694,30.54755494717885,36.90860676897465,68.29828564761348
0.16,5.470210648854107,30.57383241317223,36.90860676897465,68.296124468072
0.161,5.469434602805745,30.556186946106607,36.90860676897465,68.11903123234599
0.162,5.4699857322272285,30.556186946106607,36.90860676897465,68.11903123234599
0.163,5.461778332984147,30.517905380868573,36.95337621455078,67.96034747050487
0.164,5.432519721277249,30.5442827690271,36.95337621455078,67.96034747050487
0.165,5.432913227035028,30.395033013576576,36.95337621455078,68.03096535747345
0.166,5.4267646224350905,30.395033013576576,36.95337621455078,68.03096535747345
0.167,5.421275631956722,30.41822067499172,37.045010182428406,68.00265407159516
0.168,5.396750600121446,30.42933842633405,37.045010182428406,68.07472213747525
0.169,5.39518707457522,30.42933842633405,37.045010182428406,68.07472213747525
0.17,5.391502577053505,29.873934446028134,37.045010182428406,68.04983492731172
0.171,5.391509528922666,29.88383163548173,36.92312878249087,68.04983492731172
0.17200000000000001,5.3940998728793605,29.88383163548173,36.92312878249087,67.6051165665176
0.17300000000000001,5.382065799472516,29.909502658741715,36.92312878249087,67.6051165665176
0.17400000000000002,5.363104982118945,29.934202077945184,36.92312878249087,67.6670263075212
0.17500000000000002,5.3635890688494525,29.934202077945184,36.8382935819081,67.72035074570597
0.176,5.361640319980913,29.933202888921993,36.8382935819081,67.72035074570597
0.177,5.36088568767023,29.958306683173898,36.8382935819081,67.78336761385198
0.178,5.3507976224164135,29.958306683173898,36.8382935819081,67.78336761385198
0.179,5.351271716128148,29.984657763198808,36.8382935819081,67.7271570313997
0.18,5.343683857643507,30.009344069419903,36.589577093548044,67.7271570313997
0.181,5.322147188581252,30.035810077565987,36.589577093548044,67.716038848306
0.182,5.322609716220138,30.035810077565987,36.589577093548044,67.77857223181539
0.183,5.322751977723677,30.060160842675025,36.589577093548044,67.77857223181539
0.184,5.31075399359376,30.080589583153795,36.50122388988392,67.80892552240569
0.185,5.312726582276935,30.080589583153795,36.50122388988392,67.80892552240569
0.186,5.300366200890895,30.097189366495908,36.50122388988392,67.88232470809035
0.187,5.298308321891465,30.110601908663902,36.50122388988392,67.88232470809035
0.188,5.290620027100091,30.110601908663902,36.57007241016258,67.95134238838408
0.189,5.274212075985297,30.024248121114027,36.57007241016258,67.95134238838408
0.19,5.2682573699696436,30.049766236092783,36.57007241016258,67.9946645051744
0.191,5.270649340953252,30.049766236092783,36.57007241016258,67.82463622435827
0.192,5.270726817979844,30.068820374183574,36.66053569774334,67.82463622435827
0.193,5.269540162266967,30.076031851518014,36.66053569774334,67.89727952508358
0.194,5.269976883855422,30.0983264026515,36.66053569774334,67.89727952508358
0.195,5.269447284466719,30.0983264026515,36.66053569774334,67.52681885331745
0.196,5.263359711692524,30.1245743266354,36.664617616076534,67.52681885331745
0.197,5.261560805979502,30.14406824982143,36.664617616076534,67.53306009245779
0.198,5.26127393551027,30.14406824982143,36.664617616076534,67.27955629566894
0.199,5.260826295874337,30.16580560505715,36.664617616076534,67.27955629566894
0.2,5.245908174682074,30.187816117599514,36.71249848690475,67.353613527199
0.201,5.227125934100231,30.187816117599514,36.71249848690475,67.353613527199
0.202,5.223221175505292,30.21514641223498,36.71249848690475,67.00869808197162
0.203,5.221677039780221,30.237850352564468,36.71249848690475,67.00869808197162
0.20400000000000001,5.217557576914771,30.237850352564468,36.71249848690475,67.08233512953558
0.20500000000000002,5.21197763611187,30.18587873251617,36.73834942286505,67.15291674438954
0.20600000000000002,5.207101904967627,30.187379178844196,36.73834942286505,67.15291674438954
0.20700000000000002,5.203048101447851,30.214631793124195,36.73834942286505,67.04853356325933
0.20800000000000002,5.188610476036705,30.214631793124195,36.73834942286505,67.04853356325933
0.209,5.189950454562112,30.242137637089407,36.769512899901834,67.10925011080238
0.21,5.189635182438464,30.268455663507737,36.769512899901834,67.10925011080238
0.211,5.175411388463772,30.268455663507737,36.769512899901834,67.17243216791891
0.212,5.1742626289247555,30.25552896747305,36.769512899901834,67.17243216791891
0.213,5.176141068673339,30.276914109313857,36.8445804406135,67.18463720674775
0.214,5.170159704908271,30.276914109313857,36.8445804406135,67.22429219144695
0.215,5.160776562122897,30.304714980976218,36.8445804406135,67.22429219144695
0.216,5.155056402318556,30.32354933463871,36.8445804406135,67.27284250469458
0.217,5.142170244319392,30.32354933463871,36.9406069107366,67.27284250469458
0.218,5.132305984517914,30.337500680797127,36.9406069107366,67.33936260259911
0.219,5.12612285845811,30.36466921161875,36.9406069107366,67.33936260259911
0.22,5.124076688419022,30.39281285189017,36.9406069107366,67.39049274669335
0.221,5.101362531184884,30.39281285189017,37.0001810614078,67.27928294911663
0.222,5.1010113523883405,30.419090707895897,37.0001810614078,67.27928294911663
0.223,5.101428754332157,30.425187933069196,37.0001810614078,67.11467621963773
0.224,5.074545535453779,30.425187933069196,37.0001810614078,67.11467621963773
0.225,5.066810631637074,30.43659491933444,36.81919320086364,67.10354760106715
0.226,5.063750356984549,30.429680024095813,36.81919320086364,67.10354760106715
0.227,5.0591231753856105,30.429680024095813,36.81919320086364,67.08346754095113
0.228,5.055944627852631,30.444669788552094,36.81919320086364,67.10475379376534
0.229,5.02822764983108,30.413176848891528,36.81919320086364,67.10475379376534
0.23,5.014169180481565,30.413176848891528,36.885140587117036,66.97570081793224
0.231,5.007087085899583,30.420842948199326,36.885140587117036,66.97570081793224
0.232,5.0044340080206124,30.10861432565314,36.885140587117036,67.04147212128144
0.233,4.975603711532189,30.11621694062326,36.885140587117036,67.04147212128144
0.234,4.971533964638388,30.11621694062326,36.978351919430374,67.10537401425405
0.23500000000000001,4.960409937391522,30.135184261585582,36.978351919430374,67.03817999391909
0.23600000000000002,4.939558704209427,30.16237451939684,36.978351919430374,67.03817999391909
0.23700000000000002,4.9404213118016544,30.16237451939684,36.978351919430374,67.10473102510169
0.23800000000000002,4.921146473596485,30.18336052805899,37.037704785127815,67.10473102510169
0.23900000000000002,4.917039877197561,30.208687977424777,37.037704785127815,66.86424472548656
0.24,4.91410125638901,30.208687977424777,37.037704785127815,66.86424472548656
0.241,4.9030247332546235,30.235190548773602,37.037704785127815,66.91974238044061
0.242,4.897592530351253,30.26402682620982,37.10160621244896,66.91974238044061
0.243,4.876593030594774,30.26402682620982,37.10160621244896,66.93631588617058
0.244,4.872009704353587,30.287523377464773,37.10160621244896,66.58496835585203
0.245,4.871856990722759,29.918895838529938,37.10160621244896,66.58496835585203
0.246,4.869889147492671,29.918895838529938,36.54858116732541,66.6358328958756
0.247,4.8439468136837185,29.93171581163723,36.54858116732541,66.6358328958756
0.248,4.842321741543146,29.863953027000214,36.54858116732541,66.60022822871589
0.249,4.820866597218543,29.883655253422656,36.54858116732541,66.60022822871589
0.25,4.820506832257484,29.883655253422656,36.551964945401096,66.67454191997763
0.251,4.817080325231165,29.91219485313543,36.551964945401096,66.74433637341576
0.252,4.799370623544972,29.86058078519645,36.551964945401096,66.74433637341576
0.253,4.786919774256243,29.86058078519645,36.551964945401096,66.81408861611953
0.254,4.7780060282604095,29.868460517659216,36.551964945401096,66.81408861611953
0.255,4.764033748205324,29.894522910499557,36.648992091240984,66.8821321409027
0.256,4.758311395940554,29.894522910499557,36.648992091240984,66.8821321409027
0.257,4.760168785051099,29.867230200264554,36.648992091240984,66.94846426017672
0.258,4.761938673499526,29.893194404647037,36.648992091240984,66.91411908635487
0.259,4.757850461038631,29.893194404647037,36.75140116596541,66.91411908635487
0.26,4.7450761642454795,29.733474005422522,36.75140116596541,66.89789807292043
0.261,4.737216600302393,29.761464894773482,36.75140116596541,66.89789807292043
0.262,4.736529163114277,29.76912910909708,36.75140116596541,66.41932489473498
0.263,4.729170606266217,29.76912910909708,36.84848822532015,66.41932489473498
0.264,4.725120639015363,29.78232881432855,36.84848822532015,66.40398165424068
0.265,4.726802726637246,29.81063615681357,36.84848822532015,66.40398165424068
0.266,4.723557153012972,29.81063615681357,36.84848822532015,66.05878560747256
0.267,4.717554792512518,29.78197035187328,36.24184247901111,66.13511257264352
0.268,4.708932586205871,29.795852742565597,36.24184247901111,66.13511257264352
0.269,4.707452519068216,29.795852742565597,36.24184247901111,66.21135349586677
0.27,4.689234285517255,29.79957686053239,36.24184247901111,66.21135349586677
0.271,4.683378405292758,29.81612272889174,35.912888160608425,66.0795799923136
0.272,4.681559252213443,29.81612272889174,35.912888160608425,66.0795799923136
0.273,4.673482856477813,29.789654251589354,35.912888160608425,66.10185444604075
0.274,4.661544543200163,29.656630824018944,35.912888160608425,66.16165492156973
0.275,4.6604279517435225,29.682239030136344,35.73833468350045,66.16165492156973
0.276,4.661554401531368,29.682239030136344,35.73833468350045,66.23903529297105
0.277,4.65952816332926,29.700804987124634,35.73833468350045,66.23903529297105
0.278,4.6606327743674365,29.66628788566317,35.73833468350045,66.29358701495049
0.279,4.654460635745863,29.66628788566317,35.73833468350045,66.29358701495049
0.28,4.652376402686149,29.693358076941085,35.806473404075525,66.32974355050005
0.281,4.650818861986177,29.722774534455027,35.806473404075525,66.40827550625683
0.28200000000000003,4.650689970274835,29.722774534455027,35.806473404075525,66.40827550625683
0.28300000000000003,4.646405516263999,29.722596888949546,35.806473404075525,66.47225209100229
0.28400000000000003,4.643970583877873,29.75260311675246,35.910244225923414,66.47225209100229
0.28500000000000003,4.643614783760985,29.75260311675246,35.910244225923414,66.5095312556651
0.28600000000000003,4.6397422614755675,29.69890705060598,35.910244225923414,66.5095312556651
0.28700000000000003,4.638355044104572,29.727027766149106,35.910244225923414,66.56775180782634
0.28800000000000003,4.638437484752333,29.757218956113906,35.90360994674367,66.27277709350825
0.289,4.638965539682947,29.757218956113906,35.90360994674367,66.27277709350825
0.29,4.6377017633128155,29.776766208845412,35.90360994674367,66.32803002082426
0.291,4.63364562262822,29.806900747434614,35.90360994674367,66.32803002082426
0.292,4.634214142101031,29.806900747434614,35.99930104015419,66.38396475112113
0.293,4.636308868149389,29.812506341602294,35.99930104015419,66.38396475112113
0.294,4.627323425479499,29.82827882488756,35.99930104015419,66.39443572569552
0.295,4.622349491764853,29.82827882488756,35.99930104015419,66.39443572569552
0.296,4.619838867534772,29.8207058227412,36.072191397313205,66.4396335785847
0.297,4.610152949048726,29.849894912269892,36.072191397313205,66.1126442119205
0.298,4.605111692821613,29.849894912269892,36.072191397313205,66.1126442119205
0.299,4.593098873972396,29.880170700242914,36.072191397313205,65.80654268056401
0.3,4.58129575462551,29.90144552896201,35.54968914826061,65.80654268056401
0.301,4.5789923780930435,29.90144552896201,35.54968914826061,65.88913402879052
0.302,4.576621357406148,29.918876223441597,35.54968914826061,65.88913402879052
0.303,4.5741379500555315,29.949485496071738,35.54968914826061,65.6615112912804
0.304,4.571954075601539,29.976937587529882,35.54968914826061,65.72458640106788
0.305,4.570702334429947,29.976937587529882,35.62522646693849,65.72458640106788
0.306,4.552121456166728,30.006108999546125,35.62522646693849,65.77404520436802
0.307,4.548308508174344,30.02650687411833,35.62522646693849,65.77404520436802
0.308,4.548296044197225,30.02650687411833,35.62522646693849,65.85772925250848
0.309,4.547972043294622,30.03888179925705,35.67829089362261,65.85772925250848
0.31,4.5491490988026495,30.05304602881681,35.67829089362261,65.92688430124713
0.311,4.5476557102548085,30.05304602881681,35.67829089362261,65.96835220061159
0.312,4.5423175154027176,30.06909588899963,35.67829089362261,65.96835220061159
0.313,4.529043970877916,30.05024820105063,35.64528611808988,66.04561689142236
0.314,4.52755040843637,30.05024820105063,35.64528611808988,66.04561689142236
0.315,4.528046174839514,30.080759766298666,35.64528611808988,65.81984794345856
0.316,4.52553577876262,30.111101788659155,35.64528611808988,65.81984794345856
0.317,4.523784131771659,30.1312128658076,35.49764089188668,65.87290170158427
0.318,4.52167660878853,30.1312128658076,35.49764089188668,65.87290170158427
0.319,4.520168976075641,30.153235346295176,35.49764089188668,65.91152560429346
0.32,4.521162485410072,30.18467185056795,35.49764089188668,65.97429836237016
0.321,4.520803086151038,30.18467185056795,35.33711466333858,65.97429836237016
0.322,4.513845323082017,30.19021788947031,35.33711466333858,65.81975670111223
0.323,4.515024685401726,30.206681686208672,35.33711466333858,65.81975670111223
0.324,4.514088304579563,30.206681686208672,35.33711466333858,65.78065968263593
0.325,4.508095874432447,30.223915998145948,35.30047711584073,65.78065968263593
0.326,4.487063871015748,30.2457364963178,35.30047711584073,65.86624503533358
0.327,4.480299314331569,30.2457364963178,35.30047711584073,65.49728788001093
0.328,4.472783296630251,30.277395901597014,35.30047711584073,65.49728788001093
0.329,4.4559166152232645,30.284351493459184,35.30047711584073,65.531535456121
0.33,4.439811851625926,30.19717426109822,35.393488513300426,65.531535456121
0.331,4.441385335877818,30.19717426109822,35.393488513300426,65.31932365310666
0.332,4.440347110104772,30.22743330378413,35.393488513300426,65.31932365310666
0.333,4.433141301890623,30.248256191712816,35.393488513300426,65.11996887703259
0.334,4.4146038198663,30.248256191712816,35.47376400873525,65.16340290817234
