Sparsification_fractions,MVE_rmse_values_Train,MVE_rmse_values_Test,MVE_rmse_values_OOD_EXP,MVE_rmse_values_OOD_MD
0.0,7.1932958014973805,32.24875863269391,37.62862996986911,80.93172135246765
0.001,7.111757855261395,32.24875863269391,37.62862996986911,80.93172135246765
0.002,7.0016650236396645,32.27064359350403,37.62862996986911,80.72242438179036
0.003,6.80917538507274,32.2905757404774,37.62862996986911,80.72242438179036
0.004,6.536931380679445,32.2905757404774,37.62862996986911,80.36817740919761
0.005,6.529392539252507,32.26799756452244,37.295489420287566,80.36817740919761
0.006,6.512614079317915,32.20812641836814,37.295489420287566,80.40175877654818
0.007,6.418213648789737,32.20812641836814,37.295489420287566,80.40175877654818
0.008,6.324813668026074,32.203711550119166,37.295489420287566,80.29420690628271
0.009000000000000001,6.281756652704162,32.19566359473546,37.33729639503551,79.74521145312367
0.01,6.16336056218514,32.19566359473546,37.33729639503551,79.74521145312367
0.011,6.117779767965436,32.21733102377591,37.33729639503551,79.8162636818647
0.012,6.11147886785707,32.109988577527695,37.33729639503551,79.8162636818647
0.013000000000000001,6.086684854744064,32.109988577527695,37.09369284756263,79.81153434807547
0.014,5.9731499591834005,32.10762157970573,37.09369284756263,79.81153434807547
0.015,5.9499303553404115,32.10705714932456,37.09369284756263,79.87993715175772
0.016,5.909090553357031,32.126138411666986,37.09369284756263,79.84589889125608
0.017,5.891500534228702,32.126138411666986,36.97625060478226,79.84589889125608
0.018000000000000002,5.869561197582587,32.139364842021415,36.97625060478226,79.8439560181429
0.019,5.850358154687544,32.14104629340946,36.97625060478226,79.8439560181429
0.02,5.82774044540688,32.14104629340946,36.97625060478226,79.9136972328564
0.021,5.804615270450339,32.164711228892585,37.02302314786355,79.9136972328564
0.022,5.783147870306845,32.173394615261515,37.02302314786355,79.77866491838279
0.023,5.729008912135308,32.173394615261515,37.02302314786355,79.78336620816296
0.024,5.69414761997613,32.19365610503782,37.02302314786355,79.78336620816296
0.025,5.687985253458438,32.20971708840359,37.086958505235714,79.5825212736954
0.026000000000000002,5.6804462823181625,32.20971708840359,37.086958505235714,79.5825212736954
0.027,5.659471564790805,32.217052634719494,37.086958505235714,79.61720899101138
0.028,5.653875312632107,32.225044160619916,37.086958505235714,79.61720899101138
0.029,5.626318598775312,32.21410368002837,37.086958505235714,79.68920195432679
0.03,5.544433230319532,32.21410368002837,36.95684593685133,79.68920195432679
0.031,5.532746327410243,32.2189399998207,36.95684593685133,79.6961862375834
0.032,5.523873145348026,32.24127387343902,36.95684593685133,78.5658779055109
0.033,5.519786095974494,32.24127387343902,36.95684593685133,78.5658779055109
0.034,5.513967449950783,32.25523210788496,36.99662607168583,78.25042832781283
0.035,5.490618480049332,32.26533654840119,36.99662607168583,78.25042832781283
0.036000000000000004,5.487380470777425,32.26533654840119,36.99662607168583,78.32190817815525
0.037,5.453969525741766,32.285477629882074,36.99662607168583,78.32190817815525
0.038,5.447233763395519,32.288279284498344,37.0635175184861,78.39091973722476
0.039,5.4095823196695845,32.288279284498344,37.0635175184861,78.45223138007636
0.04,5.392078265937226,32.307740649646185,37.0635175184861,78.45223138007636
0.041,5.391759214210983,32.330632586812506,37.0635175184861,78.52377879131681
0.042,5.385453736869358,32.328369259344186,36.693101160739964,78.52377879131681
0.043000000000000003,5.375951493332474,32.328369259344186,36.693101160739964,78.55195508170729
0.044,5.329151262724719,32.30667553303769,36.693101160739964,78.55195508170729
0.045,5.31378893210985,32.30922982096817,36.693101160739964,78.62275968308722
0.046,5.314739211245086,32.30922982096817,36.58741916924148,78.69544653679621
0.047,5.288933907736391,32.32369097351538,36.58741916924148,78.69544653679621
0.048,5.271339049737766,32.34773600220852,36.58741916924148,78.76659244387977
0.049,5.260260570884074,32.34773600220852,36.58741916924148,78.76659244387977
0.05,5.252554308000486,32.36659408170792,36.56113530110137,78.78325208336288
0.051000000000000004,5.251660213765319,32.356141207057554,36.56113530110137,78.78325208336288
0.052000000000000005,5.23841403568435,32.356141207057554,36.56113530110137,78.85619427315845
0.053,5.230254725357822,32.37313432751318,36.56113530110137,78.85619427315845
0.054,5.222406547291912,32.3959674962354,36.56113530110137,78.75274090237374
0.055,5.214063721563038,32.41625372322075,36.620523999715864,78.8081466628959
0.056,5.20138685445986,32.41625372322075,36.620523999715864,78.8081466628959
0.057,5.191227450088178,32.42347821824788,36.620523999715864,78.87838294544684
0.058,5.189680211556518,32.407457988413604,36.620523999715864,78.87838294544684
0.059000000000000004,5.187897412539007,32.407457988413604,36.19875084292246,78.9516737683386
0.06,5.179136324995828,32.43237014094471,36.19875084292246,78.9516737683386
0.061,5.17428206898889,32.4443565411039,36.19875084292246,79.01756727080978
0.062,5.161895722786367,32.4443565411039,36.19875084292246,78.68720977762783
0.063,5.163551963747277,32.46926605489979,35.935777057793175,78.68720977762783
0.064,5.163697936374222,32.49420677469384,35.935777057793175,78.07359143448309
0.065,5.153192983001735,32.49420677469384,35.935777057793175,78.07359143448309
0.066,5.139791184014743,32.4874695067354,35.935777057793175,78.1140280566892
0.067,5.138557552301141,32.50419326727964,36.012893721740916,78.1140280566892
0.068,5.133603656172783,32.50419326727964,36.012893721740916,78.14819950488145
0.069,5.108093484723871,32.367688947850226,36.012893721740916,77.9195871025232
0.07,5.106967494843469,32.39198596110775,36.012893721740916,77.9195871025232
0.07100000000000001,5.102079223068157,32.40155051826458,36.092151294498485,77.97016370408735
0.07200000000000001,5.092610797828849,32.40155051826458,36.092151294498485,77.97016370408735
0.073,5.08138183921715,32.41739930973489,36.092151294498485,78.01625323148907
0.074,5.077083616956906,32.41809071633734,36.092151294498485,78.01625323148907
0.075,5.064573316898316,32.41809071633734,36.09673447860292,78.09005449598435
0.076,5.063194957370362,32.43950481968739,36.09673447860292,78.16035596343832
0.077,5.058145168678239,32.451146345111795,36.09673447860292,78.16035596343832
0.078,5.056442399992434,32.451146345111795,36.09673447860292,77.98724685059219
0.079,5.0548081599599,32.42528944305091,36.09673447860292,77.98724685059219
0.08,5.0497589030717345,32.18881471316288,35.81466254292101,77.89516484817625
0.081,5.047020538197425,32.18881471316288,35.81466254292101,77.89516484817625
0.082,5.03818588982432,32.21402062697269,35.81466254292101,77.84592162347037
0.083,5.025960918180752,32.215278198442356,35.81466254292101,77.84592162347037
0.084,5.025988796220656,32.14938696717882,35.702084148708,77.91901187795315
0.085,5.024395583325593,32.14938696717882,35.702084148708,77.98925952705694
0.08600000000000001,5.018801221277637,32.125807642695975,35.702084148708,77.98925952705694
0.08700000000000001,5.0130440492705395,32.14957879114886,35.702084148708,77.76469836921567
0.088,5.0078846793133485,32.14957879114886,35.74989598287624,77.76469836921567
0.089,5.007335869435373,32.1710876940442,35.74989598287624,77.8315605381778
0.09,4.988842525547419,32.18271762624291,35.74989598287624,77.8315605381778
0.091,4.985304581107885,32.18271762624291,35.74989598287624,77.8351523684
0.092,4.981417269234499,32.15370458446743,35.75802931294478,77.90907053477213
0.093,4.9746658346185635,32.10907325771075,35.75802931294478,77.90907053477213
0.094,4.967078487944916,32.10907325771075,35.75802931294478,77.97865786913717
0.095,4.9677725421856005,32.12506348253434,35.75802931294478,77.97865786913717
0.096,4.968086260882844,32.14605444701326,35.77264782467897,78.0092789561833
0.097,4.964763099170426,32.171429643242504,35.77264782467897,78.0092789561833
0.098,4.95556160787777,32.171429643242504,35.77264782467897,78.00289606683619
0.099,4.955318290289086,32.19576101433981,35.77264782467897,77.72469869745969
0.1,4.941741086176273,32.218859105186944,35.804202577362595,77.72469869745969
0.101,4.9336551881958,32.218859105186944,35.804202577362595,77.30303605325835
0.10200000000000001,4.91427118448825,32.24216293275328,35.804202577362595,77.30303605325835
0.10300000000000001,4.90372966971608,32.25505831261405,35.804202577362595,77.36850233714415
0.10400000000000001,4.877556292281486,32.25505831261405,35.804202577362595,77.36850233714415
0.105,4.860100915946885,32.27365463177734,35.863290410783854,77.37416107477928
0.106,4.852337670399274,32.13684971347853,35.863290410783854,77.37416107477928
0.107,4.831088525226885,32.13684971347853,35.863290410783854,77.45051666634745
0.108,4.830342815199405,32.16275347261176,35.863290410783854,77.5106927117419
0.109,4.82198889496853,32.18708833180402,35.859153231411106,77.5106927117419
0.11,4.818225760249944,32.168906987679854,35.859153231411106,77.58665344510742
0.111,4.817617296723187,32.168906987679854,35.859153231411106,77.58665344510742
0.112,4.812189843346471,32.19508935781583,35.859153231411106,77.52955602331043
0.113,4.806424363556977,32.221305461173515,35.82911037921224,77.52955602331043
0.114,4.796235689742544,32.221305461173515,35.82911037921224,77.41292482438185
0.115,4.788570637590146,32.24558440313432,35.82911037921224,77.46590053197971
0.116,4.789151182896104,32.26754572727105,35.82911037921224,77.46590053197971
0.117,4.787434368615153,32.26754572727105,35.731962663695064,77.53835569660777
0.11800000000000001,4.787697495258737,32.28733403582053,35.731962663695064,77.53835569660777
0.11900000000000001,4.785279515563208,32.31184787475148,35.731962663695064,77.5348676939493
0.12,4.785215628028174,32.31184787475148,35.731962663695064,77.5348676939493
0.121,4.78396602867863,32.22795885429732,35.795161345697935,77.60462792667033
0.122,4.777933363642741,32.24803975557777,35.795161345697935,77.68162281351799
0.123,4.775148209310715,32.24803975557777,35.795161345697935,77.68162281351799
0.124,4.769573632964754,31.961158419141114,35.795161345697935,77.74648056534629
0.125,4.770039926921204,31.985174542465177,35.879978930121126,77.74648056534629
0.126,4.770494804587766,32.01065504341269,35.879978930121126,77.79031530187228
0.127,4.7668215278758925,32.01065504341269,35.879978930121126,77.79031530187228
0.128,4.76047341433723,32.02243322625304,35.879978930121126,77.82253590490384
0.129,4.754415939761874,31.682680394625308,35.879978930121126,77.89350053422743
0.13,4.752936932065467,31.682680394625308,35.41203563817369,77.89350053422743
0.131,4.74988998549977,31.70404438240738,35.41203563817369,77.96966639979645
0.132,4.7510041074397735,31.71199346132095,35.41203563817369,77.96966639979645
0.133,4.746465922089849,31.71199346132095,35.41203563817369,77.73285079847085
0.134,4.747138266856233,31.737902194985235,35.49210327707853,77.73285079847085
0.135,4.744431951450647,31.76442536144803,35.49210327707853,76.94110022432179
0.136,4.730806359991806,31.76442536144803,35.49210327707853,76.94110022432179
0.137,4.729227360475644,31.788008950656668,35.49210327707853,76.66587204415619
0.138,4.725504323615016,31.797249589924828,35.55912007913021,76.74414201371324
0.139,4.720153820098987,31.55998029546566,35.55912007913021,76.74414201371324
0.14,4.718817437676293,31.55998029546566,35.55912007913021,76.6558609600239
0.14100000000000001,4.71723073228369,31.58528192721586,35.55912007913021,76.6558609600239
0.14200000000000002,4.708234242304471,31.609540157951116,35.6443775977961,76.55031903503166
0.14300000000000002,4.705800658912869,31.609540157951116,35.6443775977961,76.55031903503166
0.14400000000000002,4.701051151031664,31.520398632070933,35.6443775977961,76.49483809177251
0.145,4.700953654683061,31.38926440865353,35.6443775977961,76.5712642278692
0.146,4.698716603978137,31.38926440865353,35.73026047427494,76.5712642278692
0.147,4.689414413992489,31.41529395272284,35.73026047427494,76.65039849329087
0.148,4.684061883891945,31.431132528110265,35.73026047427494,76.65039849329087
0.149,4.679143621036047,31.431132528110265,35.73026047427494,76.70343239079614
0.15,4.663074882062074,31.457658156559642,35.80295253362461,76.70343239079614
0.151,4.656188650082331,31.468699774964584,35.80295253362461,76.78000205930775
0.152,4.6513095597090635,31.48106971118481,35.80295253362461,76.43938017275251
0.153,4.650707141632544,31.48106971118481,35.80295253362461,76.43938017275251
0.154,4.648921087795716,31.480090363952993,35.80295253362461,76.4690993516566
0.155,4.6502279406369995,31.50631171419606,35.88439222121866,76.4690993516566
0.156,4.650036474667767,31.50631171419606,35.88439222121866,76.49264982611324
0.157,4.648319827680088,31.474472588057953,35.88439222121866,76.49264982611324
0.158,4.648855301203052,31.500847539543603,35.88439222121866,76.51780272579518
0.159,4.6320043114582745,31.500847539543603,35.93769005371376,76.51780272579518
0.16,4.627712583843406,31.522665187676637,35.93769005371376,76.54642229108738
0.161,4.627492010893637,31.54949319431218,35.93769005371376,76.48918417837855
0.162,4.626296516981377,31.54949319431218,35.93769005371376,76.48918417837855
0.163,4.621935848154043,31.512145216350046,35.90584907908267,76.22305444686982
0.164,4.62416751434096,31.306326572301256,35.90584907908267,76.22305444686982
0.165,4.623940171924163,31.33341286931725,35.90584907908267,76.29075131119106
0.166,4.624112290302609,31.33341286931725,35.90584907908267,76.29075131119106
0.167,4.620407079243028,31.347982682321796,35.989470379082164,76.36091720234748
0.168,4.612168989196661,31.35984785039777,35.989470379082164,76.41455328136259
0.169,4.607416732852179,31.35984785039777,35.989470379082164,76.41455328136259
0.17,4.602263882301743,31.385674510399365,35.989470379082164,76.32333554206379
0.171,4.600336074938674,30.632294886847795,36.07951790446454,76.32333554206379
0.17200000000000001,4.599921464778056,30.632294886847795,36.07951790446454,76.3486228610362
0.17300000000000001,4.599044572596631,30.489589231895007,36.07951790446454,76.3486228610362
0.17400000000000002,4.588874403522279,30.514245224049848,36.07951790446454,76.41046296451228
0.17500000000000002,4.5835326625279045,30.514245224049848,36.170449963402774,76.48985357561499
0.176,4.566148937940854,30.54013866860312,36.170449963402774,76.48985357561499
0.177,4.5639977511235115,30.55441860533768,36.170449963402774,76.54004652023983
0.178,4.559502623120117,30.55441860533768,36.170449963402774,76.54004652023983
0.179,4.551401304033241,30.581197576069144,36.170449963402774,76.60076757305858
0.18,4.542365514345972,30.59596867786024,36.260645117951064,76.60076757305858
0.181,4.541778534214284,30.61654067502396,36.260645117951064,76.51164717157171
0.182,4.540314963258798,30.61654067502396,36.260645117951064,76.47079045459797
0.183,4.532956290904226,30.642834631309583,36.260645117951064,76.47079045459797
0.184,4.531969087589762,30.503097730440516,36.33344979824716,76.54053429378214
0.185,4.529018072056309,30.503097730440516,36.33344979824716,76.54053429378214
0.186,4.529587244219992,30.524370335114035,36.33344979824716,76.21216715705214
0.187,4.529412096743934,30.32236864622716,36.33344979824716,76.21216715705214
0.188,4.527768644233556,30.32236864622716,36.42289105227803,76.23437876282983
0.189,4.523439362970214,30.349378606870065,36.42289105227803,76.23437876282983
0.19,4.520445583442744,30.37316117305133,36.42289105227803,76.23983841561132
0.191,4.50224813952333,30.37316117305133,36.42289105227803,76.31298551597885
0.192,4.504229075907048,30.378719993958978,36.50925192581412,76.31298551597885
0.193,4.506074532383162,30.200375731925984,36.50925192581412,76.37939713748838
0.194,4.505389194765236,30.226134871771958,36.50925192581412,76.37939713748838
0.195,4.50140493607434,30.226134871771958,36.50925192581412,76.04402740538345
0.196,4.500919672738655,30.239561502266287,36.5985994109695,76.04402740538345
0.197,4.49503116887308,30.266325462642193,36.5985994109695,74.87870166912879
0.198,4.4953461152793,30.266325462642193,36.5985994109695,74.96043549225223
0.199,4.4886622673747345,30.0418444221268,36.5985994109695,74.96043549225223
0.2,4.479464619779883,30.06893544846125,36.65918144866172,74.94095197159938
0.201,4.47557800476539,30.06893544846125,36.65918144866172,74.94095197159938
0.202,4.477567764028852,30.00497316303367,36.65918144866172,73.24627086283002
0.203,4.468805736044004,30.01218574631135,36.65918144866172,73.24627086283002
0.20400000000000001,4.467571714886764,30.01218574631135,36.65918144866172,73.3151217818231
0.20500000000000002,4.4628786012628705,30.039432471227734,36.63671006132794,73.360536871464
0.20600000000000002,4.450925621390847,30.025314746103252,36.63671006132794,73.360536871464
0.20700000000000002,4.449568314887689,30.026859682964744,36.63671006132794,72.41988640079381
0.20800000000000002,4.445213752809128,30.026859682964744,36.63671006132794,72.41988640079381
0.209,4.444181302131885,30.02444402538497,36.620556903586056,72.4795349519886
0.21,4.443520322482036,30.050670274779105,36.620556903586056,72.4795349519886
0.211,4.443356504651067,30.050670274779105,36.620556903586056,72.51449927264065
0.212,4.425983574914014,30.077635688401987,36.620556903586056,72.51449927264065
0.213,4.42293061669745,30.102649497236875,36.7164133602039,72.50737820288346
0.214,4.420084966568258,30.102649497236875,36.7164133602039,72.57547139374051
0.215,4.41005013178077,30.125670412982355,36.7164133602039,72.57547139374051
0.216,4.391730861848363,30.13407415081441,36.7164133602039,72.51117083466256
0.217,4.3874413669346115,30.13407415081441,36.739722483059104,72.51117083466256
0.218,4.385913013401327,30.113063073106225,36.739722483059104,72.58313703579816
0.219,4.386901975453526,30.12245906296197,36.739722483059104,72.58313703579816
0.22,4.384416725490188,30.091378596493893,36.739722483059104,72.53316431004623
0.221,4.385495247700092,30.091378596493893,36.323404001235815,72.2010206717038
0.222,4.384060767628133,30.119307498827837,36.323404001235815,72.2010206717038
0.223,4.384977484705064,30.13741462888856,36.323404001235815,71.03129362150923
0.224,4.382165918804125,30.13741462888856,36.323404001235815,71.03129362150923
0.225,4.38411403054801,30.084143034995655,36.41921417549749,71.01478495692892
0.226,4.385616801826446,30.111980317068102,36.41921417549749,71.01478495692892
0.227,4.38246185624795,30.111980317068102,36.41921417549749,70.93823173266198
0.228,4.381387027839608,30.138329681345386,36.41921417549749,70.6441616500957
0.229,4.372251128341715,30.162062118110917,36.41921417549749,70.6441616500957
0.23,4.370345980972728,30.162062118110917,36.435977880407535,70.65629389229608
0.231,4.365469000262629,30.19013481893097,36.435977880407535,70.65629389229608
0.232,4.367314162980775,30.20617963481348,36.435977880407535,70.72170245958345
0.233,4.364491476664005,30.23466124601864,36.435977880407535,70.72170245958345
0.234,4.365052385645821,30.23466124601864,36.53436159183444,70.59040636323216
0.23500000000000001,4.341708359936545,30.10455765682689,36.53436159183444,70.3577990608351
0.23600000000000002,4.337568062794013,30.13209377967,36.53436159183444,70.3577990608351
0.23700000000000002,4.335144596847494,30.13209377967,36.53436159183444,70.40234200114918
0.23800000000000002,4.331115784552128,29.725102397915062,36.54598371012396,70.40234200114918
0.23900000000000002,4.327492605637859,29.75326294029445,36.54598371012396,69.83123091331063
0.24,4.326632153173553,29.75326294029445,36.54598371012396,69.83123091331063
0.241,4.321278995148349,29.77988861445829,36.54598371012396,69.9120648674008
0.242,4.318924080309841,29.804669482287412,36.55674918135908,69.9120648674008
0.243,4.319587969286788,29.804669482287412,36.55674918135908,69.58017366670047
0.244,4.319263387613413,29.824873510664094,36.55674918135908,69.66113932181275
0.245,4.319971671281463,29.758095748244536,36.55674918135908,69.66113932181275
0.246,4.311088427037085,29.758095748244536,36.63559612482136,69.72701682561221
0.247,4.308926565323376,29.678561600532653,36.63559612482136,69.72701682561221
0.248,4.306811956424423,29.661754891687032,36.63559612482136,69.706463306788
0.249,4.305996732135765,29.65841302974201,36.63559612482136,69.706463306788
0.25,4.3052571688769365,29.65841302974201,36.73698842157472,69.75797424437873
0.251,4.305206516874461,29.681346210309787,36.73698842157472,69.71487239302694
0.252,4.302807325069648,29.709901193760153,36.73698842157472,69.71487239302694
0.253,4.303337934276595,29.709901193760153,36.73698842157472,69.79296801020968
0.254,4.2972281044245175,29.73852080043188,36.73698842157472,69.79296801020968
0.255,4.297456941405105,29.746647508529573,36.70586097729002,69.87237095514271
0.256,4.295765615031744,29.746647508529573,36.70586097729002,69.87237095514271
0.257,4.2889470065302495,29.681689524590183,36.70586097729002,69.95358883210429
0.258,4.290159620100747,29.709804992978007,36.70586097729002,69.91473759676626
0.259,4.290110910669088,29.709804992978007,36.80882285002029,69.91473759676626
0.26,4.290722524267078,29.73054211741773,36.80882285002029,69.76770953595546
0.261,4.2885234141727615,29.758828941328822,36.80882285002029,69.76770953595546
0.262,4.285913087593964,29.786569209122163,36.80882285002029,69.84825111567243
0.263,4.284440251468628,29.786569209122163,36.839857288124946,69.84825111567243
0.264,4.279609026741485,29.658980562860364,36.839857288124946,69.91535738764397
0.265,4.279667705125156,29.684912545641584,36.839857288124946,69.91535738764397
0.266,4.275666374473523,29.684912545641584,36.839857288124946,69.96223379965416
0.267,4.273021756802681,29.713286849950318,36.788923934213,70.03026924367923
0.268,4.274048310571342,29.74123739682755,36.788923934213,70.03026924367923
0.269,4.272910598680521,29.74123739682755,36.788923934213,70.02839300705352
0.27,4.267954771950153,29.77047809973573,36.788923934213,70.02839300705352
0.271,4.26591669566433,29.74465986851517,36.465785444508356,70.00460723845866
0.272,4.258447418023164,29.74465986851517,36.465785444508356,70.00460723845866
0.273,4.254649982713239,29.738505604589985,36.465785444508356,69.89984540777458
0.274,4.2534129256336195,29.767105190934352,36.465785444508356,69.81132423422812
0.275,4.244856901793353,29.79649600031179,36.54002497920467,69.81132423422812
0.276,4.24213062030116,29.79649600031179,36.54002497920467,69.8903890906026
0.277,4.23799306627892,29.77937384364217,36.54002497920467,69.8903890906026
0.278,4.234333696822451,29.773537594685106,36.54002497920467,69.96289581187291
0.279,4.231334054424088,29.773537594685106,36.54002497920467,69.96289581187291
0.28,4.224195005288779,29.803410735008427,36.61991719104948,69.90160871230668
0.281,4.221944033900492,29.833351564166033,36.61991719104948,69.97757499492681
0.28200000000000003,4.221444969880621,29.833351564166033,36.61991719104948,69.97757499492681
0.28300000000000003,4.222941065639514,29.838115494149044,36.61991719104948,70.05469624970515
0.28400000000000003,4.201299996661882,29.847480567281316,35.174696851501,70.05469624970515
0.28500000000000003,4.2036376678023775,29.847480567281316,35.174696851501,70.14028208384406
0.28600000000000003,4.198034836390819,29.86205106397419,35.174696851501,70.14028208384406
0.28700000000000003,4.19294887737893,29.87978276279016,35.174696851501,70.19775050313261
0.28800000000000003,4.195018425997446,29.910106350963286,34.89356398854781,70.27458129001614
0.289,4.193254116130296,29.910106350963286,34.89356398854781,70.27458129001614
0.29,4.187014552387627,29.94046314125106,34.89356398854781,70.24195748521848
0.291,4.186704738203512,29.914792176610234,34.89356398854781,70.24195748521848
0.292,4.17956351688904,29.914792176610234,34.889150095960964,70.28349396660245
0.293,4.1752841033980665,29.944709830690652,34.889150095960964,70.28349396660245
0.294,4.177125505683534,29.974819518344496,34.889150095960964,69.9616874138142
0.295,4.174922715566406,29.974819518344496,34.889150095960964,69.9616874138142
0.296,4.173441263189168,29.769982170565566,34.542305331727846,69.96327698963067
0.297,4.1698970628380705,29.793118733916778,34.542305331727846,70.05097988656877
0.298,4.159811773970507,29.793118733916778,34.542305331727846,70.05097988656877
0.299,4.160434547754572,29.819793973339365,34.542305331727846,70.11648856568118
0.3,4.160564112763281,29.771257209958385,34.362615580330655,70.11648856568118
0.301,4.146580510882554,29.771257209958385,34.362615580330655,70.1696979954508
0.302,4.1452631887894915,29.768877788247522,34.362615580330655,70.1696979954508
0.303,4.13550643073244,29.790200644337528,34.362615580330655,70.22719108496781
0.304,4.136605957026299,29.77551181095413,34.362615580330655,70.24749296055028
0.305,4.130318412295893,29.77551181095413,34.25029829476375,70.24749296055028
0.306,4.128048584667964,29.805440864451164,34.25029829476375,70.26380166355253
0.307,4.12852937725176,29.680201743877113,34.25029829476375,70.26380166355253
0.308,4.127211073270255,29.680201743877113,34.25029829476375,69.7912128766025
0.309,4.12589252596257,29.703777000139098,34.18203373934927,69.7912128766025
0.31,4.1272322189887545,29.734889903043054,34.18203373934927,69.57133550005712
0.311,4.12650590904366,29.734889903043054,34.18203373934927,69.64729147176213
0.312,4.126110706443802,29.743664935350854,34.18203373934927,69.64729147176213
0.313,4.125382874430002,29.743566328463192,34.27211546057826,69.72892755162685
0.314,4.126803942612397,29.743566328463192,34.27211546057826,69.72892755162685
0.315,4.125195682758273,29.69572953920298,34.27211546057826,69.64328907052938
0.316,4.121930000135669,29.722303705368034,34.27211546057826,69.64328907052938
0.317,4.122915903044347,29.676501868011723,34.18971605045336,69.72383733063377
0.318,4.123538554356946,29.676501868011723,34.18971605045336,69.72383733063377
0.319,4.1164031139280315,29.705704429728062,34.18971605045336,69.62667869161764
0.32,4.116983119495878,29.66934375429752,34.18971605045336,69.69052956404195
0.321,4.116140864703663,29.66934375429752,34.288004598722566,69.69052956404195
0.322,4.115494944446743,29.69074429576474,34.288004598722566,69.7407277408619
0.323,4.112893981166594,29.72244554642217,34.288004598722566,69.7407277408619
0.324,4.106761230554319,29.72244554642217,34.288004598722566,69.67408334433588
0.325,4.101825218797323,29.75195929564724,34.387220426216565,69.67408334433588
0.326,4.099818373204582,29.768563384387196,34.387220426216565,69.75541963832958
0.327,4.100232708844631,29.768563384387196,34.387220426216565,69.59452576594676
0.328,4.102938763261272,29.800551569303867,34.387220426216565,69.59452576594676
0.329,4.104106991164069,29.832293072622406,34.387220426216565,69.67886702659715
0.33,4.105592648389331,29.82688451835714,34.45616837522096,69.67886702659715
0.331,4.103709775342877,29.82688451835714,34.45616837522096,69.74748597802635
0.332,4.098370265764326,29.741267394575733,34.45616837522096,69.74748597802635
0.333,4.093748755456699,29.773486854318968,34.45616837522096,69.76552465385612
0.334,4.094252014195615,29.773486854318968,34.55608659839007,69.84635657540886
